id,time,status
397,8.89601892,1
398,22.04720295,1
399,5.5603586,2
400,15.02342277,1
401,24.73557313,2
402,13.0309041,1
403,3.507624,2
404,32.75375466,2
405,27.37992181,1
406,14.34055378,2
407,11.27829506,2
408,6.03003342,2
409,2.95062541,2
410,2.72667699,2
411,33.44044963,2
412,2.40481304,2
413,6.99129268,2
414,11.5473376,1
415,0.17689273,2
416,27.64164236,2
417,6.56125276,2
418,20.56534885,2
419,3.44272309,2
420,1.85445864,2
421,10.41511951,2
422,1.42086414,1
423,3.92048798,2
424,26.18542973,2
425,4.33913539,2
426,7.03468814,1
427,6.55440295,2
428,0.99056925,2
429,8.86385223,2
430,14.32091481,1
431,2.07783406,2
432,34.24578386,2
433,17.68056722,2
434,6.94879057,2
435,35.08537334,2
436,12.85094895,2
437,0.6308089,1
438,5.04706588,2
439,3.48840285,2
440,9.09603004,2
441,13.67820192,2
442,18.68903723,2
443,4.41806185,2
444,14.54048388,2
445,36.0,0
446,36.0,0
447,5.50599497,1
448,3.18541288,2
449,9.8025333,1
450,2.24111185,1
451,2.5642105,2
452,0.95767699,2
453,3.85797657,1
454,1.99400635,1
455,36.0,0
456,11.62475572,2
457,8.77283687,2
458,15.29164616,2
459,3.84405366,2
460,21.45925454,2
461,10.41380761,1
462,0.81879819,2
463,15.75099852,1
464,1.5500257,2
465,2.38296234,1
466,1.60037478,2
467,1.59787603,2
468,0.13794476,2
469,0.96399404,1
470,0.28882054,2
471,23.19133122,1
472,23.82282943,2
473,2.99286056,1
474,20.66303742,1
475,2.15388547,2
476,3.62147767,1
477,11.3342984,2
478,8.13263244,1
479,18.48739006,1
480,1.46924646,2
481,11.6893657,1
482,5.50154479,2
483,10.09454976,1
484,12.81642905,1
485,19.87238557,1
486,2.1965478,2
487,4.39101914,2
488,6.55044071,2
489,14.27411112,2
490,16.05079422,1
491,10.35960292,2
492,3.33914529,2
493,7.28848608,2
494,2.43161419,1
495,5.860235,2
496,13.79558878,2
497,6.72207691,2
498,34.16940542,2
499,6.43133228,1
500,27.19606566,2
501,5.66832184,1
502,20.72142163,2
503,2.4347563,1
504,3.31958314,2
505,25.46034199,2
506,17.57398187,1
507,4.58164905,1
508,25.09143084,1
509,9.2931409,2
510,5.00925851,1
511,10.08985851,2
512,30.04737231,2
513,1.4420722,1
514,27.59795693,2
515,19.31172381,1
516,2.36025246,2
517,1.30884047,2
518,2.23064281,1
519,16.24233778,2
520,0.8797544,1
521,3.60203267,1
522,2.56022891,1
523,3.55730564,1
524,0.28434464,2
525,9.50372154,1
526,36.0,0
527,10.1942748,2
528,20.35155258,1
529,14.06675244,1
530,5.28985736,1
531,7.85359635,2
532,6.43657459,2
533,6.42288788,2
534,4.80564311,1
535,0.30407449,2
536,14.36260347,2
537,36.0,0
538,36.0,0
539,11.106422,2
540,0.22152817,1
541,29.33251554,1
542,0.29658275,2
543,12.89491683,2
544,3.59134804,2
545,10.94671569,1
546,15.24843542,2
547,2.87616283,1
548,6.33152305,1
549,2.20329586,2
550,0.23111256,2
551,28.64234494,2
552,27.97332075,2
553,5.22864447,2
554,1.00385643,2
555,6.46342143,2
556,7.66661551,2
557,14.1563207,2
558,5.63264459,2
559,12.85250012,2
560,15.55737096,1
561,5.72815852,2
562,36.0,0
563,7.09031987,1
564,16.46060835,2
565,12.60238135,2
566,32.06636872,1
567,13.53733836,1
568,36.0,0
569,6.5212031,2
570,18.33642471,2
571,36.0,0
572,9.18240227,1
573,10.49274334,1
574,0.10483593,1
575,5.9346353,1
576,36.0,0
577,7.2308207,2
578,3.47214289,1
579,7.05499373,2
580,12.42046756,2
581,1.36806758,1
582,27.29195843,2
583,26.50166118,2
584,3.41364588,2
585,7.13508178,2
586,0.36437361,1
587,6.96980071,2
588,6.99285466,1
589,1.03253484,2
590,7.65265987,2
591,3.56653457,2
592,9.57030505,1
593,10.32439142,1
594,7.32042537,2
595,9.12344713,1
596,16.41115335,2
597,27.84220663,1
598,19.47452251,1
599,3.58473455,1
600,7.86547047,2
601,1.63463706,1
602,1.19694414,2
603,1.67066198,2
604,0.52673781,1
605,36.0,0
606,8.70473858,2
607,3.61326296,2
608,3.89084845,2
609,8.7697833,2
610,9.54236111,2
611,4.36857918,2
612,3.06667625,2
613,0.87785149,1
614,2.93611199,1
615,0.74138627,2
616,0.22573636,2
617,8.7227534,1
618,1.31039895,1
619,36.0,0
620,18.97177928,2
621,19.69175863,2
622,6.67943257,1
623,1.67920278,2
624,1.695512,1
625,6.18138769,2
626,1.65102345,1
627,20.63175752,2
628,15.70566271,1
629,11.47895578,1
630,9.23385595,2
631,6.19249237,2
632,36.0,0
633,7.6687127,1
634,1.62283735,2
635,28.42412627,2
636,12.81468663,2
637,25.86619367,2
638,4.82535482,1
639,10.33304704,2
640,4.63030247,1
641,3.92162225,2
642,4.11352185,2
643,2.58065166,2
644,14.76101143,2
645,6.45383041,2
646,0.78363082,2
647,1.96647355,2
648,34.20574514,2
649,17.9082796,2
650,8.30560827,1
651,0.05046453,2
652,8.63455025,2
653,6.92140928,2
654,18.66745164,1
655,9.45262525,2
656,7.9220728,1
657,2.76975016,1
658,32.0350811,1
659,4.20848279,2
660,4.98348136,2
661,2.25942097,1
662,6.83767753,2
663,0.37061772,2
664,36.0,0
665,5.97798809,2
666,3.44032427,1
667,5.10671144,2
668,4.8023536,2
669,15.64963107,1
670,17.69789095,1
671,13.68205404,2
672,25.25652705,2
673,9.18933656,2
674,9.3971847,2
675,17.72234519,2
676,1.80301327,2
677,0.89300441,2
678,36.0,0
679,15.09510153,1
680,2.03736427,2
681,26.05348617,2
682,4.17195223,1
683,14.8227449,2
684,32.59704197,2
685,1.30180087,1
686,11.00401682,2
687,0.3551728,2
688,12.81587211,1
689,5.22365115,2
690,18.45798262,1
691,18.37256682,2
692,5.32080407,1
693,1.29901128,1
694,0.95840242,1
695,15.63106306,2
696,9.87846184,2
697,5.8897462,1
698,7.47233756,2
699,10.1226846,1
700,2.40045242,2
701,17.8567607,2
702,1.93976349,1
703,8.6277591,1
704,9.16952455,2
705,4.32501874,2
706,7.28191414,2
707,33.97598297,2
708,2.33406028,2
709,9.57924643,2
710,19.74314637,2
711,6.68563762,1
712,36.0,0
713,5.8123442,2
714,10.2528382,2
715,7.19880877,2
716,19.89237289,2
717,3.08069246,1
718,0.78117562,2
719,7.34366254,1
720,32.95675463,1
721,17.71385974,2
722,36.0,0
723,14.59326338,1
724,2.02045767,1
725,36.0,0
726,2.09193373,2
727,11.97388138,2
728,5.93376899,2
729,5.56218089,2
730,4.35943165,2
731,10.56090108,1
732,12.60211291,2
733,36.0,0
734,2.75112448,2
735,36.0,0
736,4.62051554,2
737,0.07745941,2
738,0.67851772,2
739,19.14430427,2
740,2.08987614,2
741,17.40887721,2
742,3.47758688,2
743,25.23816853,2
744,17.14505711,1
745,3.3014039,1
746,31.74712064,2
747,11.61001851,2
748,24.89677438,2
749,15.56856361,2
750,20.55357412,2
751,6.37473809,1
752,2.85832823,2
753,14.71617163,1
754,3.29150209,1
755,14.29440293,2
756,10.47770371,2
757,0.11846875,1
758,9.17612002,2
759,3.55681073,2
760,0.54175076,1
761,8.14830523,2
762,14.39315074,1
763,8.55669012,2
764,0.66914045,2
765,11.02908377,2
766,32.446177,2
767,6.07489092,2
768,14.73739456,2
769,21.71326916,2
770,2.83653547,1
771,3.89514816,2
772,5.3275482,2
773,10.65627754,2
774,10.4919838,2
775,0.10600001,2
776,4.32356747,2
777,30.9018341,2
778,24.39845639,2
779,5.37228472,1
780,26.86117999,2
781,35.877154,1
782,11.00041392,2
783,5.65096598,2
784,3.98166705,2
785,18.46032165,2
786,8.03524196,1
787,36.0,0
788,4.68158513,2
789,16.5888217,2
790,9.66580122,2
791,0.15627888,2
792,6.86805861,1
793,4.11625478,2
794,6.62718013,2
795,17.08979309,2
796,11.51255974,2
797,7.77923067,2
798,4.05457777,2
799,1.62695783,2
800,0.8236059,1
801,2.58294706,2
802,15.17545772,2
803,2.74749176,2
804,23.93731984,1
805,6.61691684,1
806,0.30791736,2
807,1.78428128,1
808,35.30214144,2
809,25.77711702,1
810,6.75103138,2
811,11.67918325,2
812,14.71599962,2
813,11.17072168,1
814,6.49762943,2
815,7.3685837,2
816,3.15116985,2
817,1.89278422,2
818,24.00415008,2
819,4.23875209,2
820,16.95509512,1
821,15.05611844,2
822,15.46825496,2
823,16.40383504,2
824,4.2733027,2
825,23.2202641,2
826,4.7638231,2
827,16.51489134,2
828,6.32061496,2
829,14.68874664,2
830,0.12398137,2
831,22.55737764,2
832,3.71305484,2
833,1.64796313,2
834,36.0,0
835,36.0,0
836,22.21432962,2
837,3.12273276,2
838,5.52339746,2
839,7.07127755,2
840,2.00025644,1
841,15.80425361,2
842,17.78800002,1
843,13.84498726,2
844,15.70561882,2
845,0.7350683,2
846,19.57915997,1
847,14.27173082,2
848,29.54546094,2
849,3.04467716,2
850,25.99541032,2
851,0.56470047,2
852,1.9891785,2
853,4.77813567,2
854,0.8625305,2
855,6.26543976,1
856,1.62227463,1
857,1.94368196,1
858,24.40878478,2
859,3.35880903,2
860,5.92235557,2
861,36.0,0
862,2.70868402,1
863,6.46723577,2
864,2.80820713,1
865,3.0505339,2
866,20.9877665,1
867,20.94164953,1
868,23.13841301,1
869,0.51883663,2
870,7.10737488,1
871,15.905013,2
872,16.63003482,1
873,2.82347622,1
874,11.60861343,2
875,2.7739091,1
876,1.24655163,2
877,3.71748297,2
878,20.45157081,1
879,22.57512398,2
880,10.17273786,2
881,3.48614522,2
882,9.42611616,2
883,5.44127149,1
884,29.602164,2
885,5.67759986,2
886,15.97376037,2
887,12.12504609,1
888,0.48147551,1
889,8.84685477,1
890,0.30924249,1
891,13.81185075,1
892,1.7584045,1
893,9.51332626,2
894,0.9966614,2
895,36.0,0
896,10.34775813,2
897,3.47290459,2
898,4.98611244,1
899,8.9437253,1
900,15.57380152,2
901,36.0,0
902,5.62542772,2
903,7.71574115,2
904,0.04321838,2
905,2.99558861,1
906,4.96259535,1
907,18.82225338,2
908,9.63895906,1
909,30.38751735,2
910,1.28182322,1
911,8.18621676,2
912,4.63873748,1
913,2.25863243,1
914,1.49818532,1
915,24.75059286,2
916,36.0,0
917,6.86910284,1
918,1.7095348,2
919,18.27236303,1
920,2.40977903,1
921,0.56931552,2
922,23.30944952,1
923,23.07884259,2
924,5.55592641,2
925,36.0,0
926,0.80554379,2
927,8.93270058,2
928,8.15796792,1
929,31.09810425,1
930,1.03664056,1
931,3.49146821,2
932,9.56910704,2
933,7.43228601,1
934,1.63614176,1
935,36.0,0
936,18.86046927,1
937,15.7928555,1
938,6.26076645,1
939,1.94409116,1
940,5.46587192,2
941,0.31374235,2
942,0.41822151,2
943,3.13851048,1
944,1.20883468,2
945,10.73969837,1
946,0.98741807,1
947,10.29415088,2
948,0.56021058,2
949,4.42835981,2
950,10.55007718,1
951,3.09621627,2
952,19.30259189,2
953,6.63726923,1
954,4.40736261,2
955,21.99376801,1
956,0.65019069,2
957,4.50718663,2
958,13.34805629,1
959,4.67319258,1
960,4.26032468,1
961,17.54933485,1
962,24.80167813,2
963,17.63747123,2
964,20.88552858,2
965,4.83754692,1
966,14.30576882,1
967,6.65793857,1
968,3.98429146,2
969,30.30033883,1
970,29.36378462,1
971,0.54385961,1
972,25.23519805,1
973,15.80977513,2
974,3.34618539,1
975,8.70409431,2
976,2.27462745,2
977,0.43250625,1
978,26.90120871,1
979,36.0,0
980,10.15783014,2
981,8.74368902,2
982,29.21503079,2
983,13.48287361,2
984,9.96049798,2
985,4.82254455,1
986,5.08417718,2
987,36.0,0
988,11.58715949,1
989,9.39380981,1
990,7.84546819,2
991,1.69810127,1
992,5.93135063,2
993,35.08471515,1
994,1.36954241,2
995,16.2188259,2
996,25.91089009,2
997,4.45549659,2
998,18.18930845,2
999,24.10553729,2
1000,8.84072285,2
1001,6.2635541,1
1002,9.20898479,2
1003,5.19477328,2
1004,2.69356104,2
1005,14.57844316,2
1006,15.50962822,2
1007,9.87355704,2
1008,0.86212492,1
1009,4.43876054,1
1010,0.11981636,2
1011,1.84471691,2
1012,15.86133181,2
1013,0.98125755,2
1014,0.59664687,2
1015,5.82312227,1
1016,20.15883215,1
1017,5.4358523,1
1018,1.22004812,2
1019,12.63973177,2
1020,5.05060877,2
1021,1.80313176,2
1022,29.6048338,2
1023,0.90973172,2
1024,35.04057843,2
1025,4.20574454,2
1026,1.05292662,2
1027,1.10260048,1
1028,1.02958767,2
1029,36.0,0
1030,8.20530132,2
1031,12.45129064,2
1032,12.70430951,2
1033,20.22548104,2
1034,6.20826071,2
1035,11.02384711,2
1036,11.84097495,2
1037,1.23976625,1
1038,0.44499686,1
1039,4.10182714,1
1040,23.0336441,1
1041,36.0,0
1042,3.66623716,1
1043,28.03349291,1
1044,21.5819169,2
1045,0.86686638,2
1046,21.30441485,2
1047,5.23281809,2
1048,8.01954432,2
1049,23.17018989,1
1050,30.1525269,1
1051,2.8123116,2
1052,0.51869838,2
1053,10.40085248,2
1054,10.38201458,1
1055,21.49124963,2
1056,1.16566074,1
1057,28.16133832,2
1058,19.23224248,2
1059,22.35354109,2
1060,27.03051614,2
1061,0.30547739,1
1062,5.02956995,1
1063,0.71830041,2
1064,4.39765318,1
1065,14.1916538,2
1066,4.53304728,2
1067,2.97825125,2
1068,4.51473223,2
1069,19.61493631,2
1070,35.02815203,1
1071,5.12691255,1
1072,4.49985586,2
1073,29.21464595,1
1074,7.84729228,1
1075,4.05735081,2
1076,18.54011293,1
1077,0.48681159,1
1078,2.85194567,2
1079,1.57482967,2
1080,26.70288222,1
1081,14.10192558,2
1082,2.83257396,1
1083,5.86865712,1
1084,2.86078982,2
1085,23.15162337,1
1086,10.10621074,1
1087,5.46344043,1
1088,5.26848859,2
1089,7.71934393,2
1090,6.39584765,2
1091,7.33603579,2
1092,2.08341841,2
1093,1.76991803,2
1094,15.81120518,1
1095,30.41996006,2
1096,10.59657302,2
1097,8.86277804,2
1098,9.43315409,1
1099,13.98946429,2
1100,5.50479233,2
1101,22.85172839,2
1102,28.08404793,1
1103,10.30572438,2
1104,2.25887168,2
1105,2.88754609,2
1106,8.24249836,1
1107,6.54611331,2
1108,21.37887671,2
1109,20.14636117,2
1110,18.8711814,2
1111,36.0,0
1112,14.39724896,2
1113,27.56479446,2
1114,8.67162107,1
1115,2.07367588,1
1116,2.08783896,2
1117,0.37175165,2
1118,0.15857925,1
1119,3.25574463,2
1120,6.30415036,2
1121,36.0,0
1122,21.79250827,1
1123,3.7135118,2
1124,9.35997986,2
1125,6.25084751,1
1126,36.0,0
1127,9.47851927,2
1128,4.56124617,2
1129,22.995656,1
1130,8.8447536,2
1131,18.58589078,2
1132,7.61462429,1
1133,7.21154353,1
1134,17.33273049,1
1135,14.55201349,1
1136,28.09084773,1
1137,7.99841873,1
1138,29.20437566,2
1139,8.97402121,2
1140,11.17332221,1
1141,3.58946656,2
1142,33.99034648,2
1143,4.2995135,1
1144,3.68794247,2
1145,7.95644298,1
1146,9.05486589,2
1147,3.66872034,2
1148,8.81074066,2
1149,7.28987839,2
1150,6.00792692,2
1151,2.14156148,1
1152,4.03284941,1
1153,19.09915502,1
1154,21.87838134,2
1155,5.45755122,1
1156,2.2583321,2
1157,22.44486465,2
1158,22.69812201,1
1159,4.66565131,1
1160,2.34886902,1
1161,0.37515221,2
1162,16.90941888,2
1163,13.88006427,2
1164,7.75932968,2
1165,7.09234022,2
1166,20.34242368,1
1167,17.88183097,2
1168,0.56100406,1
1169,7.13459384,1
1170,1.66130455,2
1171,27.99833596,2
1172,3.22498721,1
1173,2.46112706,1
1174,13.83945694,2
1175,17.46939767,2
1176,17.03205854,2
1177,3.98734638,2
1178,36.0,0
1179,9.30960424,2
1180,4.24359939,2
1181,36.0,0
1182,2.81332281,2
1183,8.87055195,1
1184,22.32728175,1
1185,36.0,0
1186,30.61643438,1
1187,3.74335246,2
1188,6.42526418,1
1189,8.26628028,2
1190,36.0,0
1191,13.45427054,2
1192,10.70683241,2
1193,12.77896597,1
1194,7.57820872,2
1195,7.17504747,1
1196,0.1180228,2
1197,29.33043219,2
1198,0.59553455,1
1199,2.52360464,1
1200,2.89077477,2
