id,y,exposed,covariate
138,0.759944,0,0.790666
139,1.356632,0,-0.455298
140,1.305331,1,-0.383179
141,3.143856,1,0.636249
142,3.581993,1,0.747961
143,5.899313,1,-0.162105
144,3.29107,0,-1.248857
145,1.89057,0,0.311582
146,1.696833,0,-0.113609
147,1.592834,0,-0.691541
148,0.481148,1,2.353229
149,3.465732,1,0.197296
150,-2.235811,1,1.407527
151,6.235523,1,-2.024573
152,2.307159,0,0.126642
153,2.456239,0,-0.554735
154,2.20494,1,-0.100647
155,0.552056,0,0.150056
156,2.124415,0,-1.221638
157,2.658328,0,-0.364759
158,2.394625,0,-1.214314
159,1.83895,1,0.452486
160,0.505362,1,-0.867802
161,1.645642,0,0.272331
162,2.857895,0,-0.773336
163,1.653283,0,-0.450149
164,4.35335,1,-0.287226
165,1.74793,0,-0.364416
166,4.711571,1,-0.541235
167,2.022968,1,-1.392511
168,-0.035697,1,1.15203
169,1.962014,0,-0.085495
170,3.715712,1,1.02667
171,-1.237947,1,0.749087
172,1.638723,0,-0.647782
173,1.941828,1,-0.840532
174,2.7058,0,-0.078804
175,4.776267,1,1.592445
176,0.695694,0,1.223742
177,0.640517,1,0.719617
178,1.48035,0,-0.498697
179,0.752513,0,2.331524
180,1.215525,0,0.430601
181,2.561095,0,0.104084
182,1.246004,1,0.811127
183,1.88614,0,0.859787
184,3.350821,0,-1.314663
185,2.114074,0,0.244739
186,4.644942,1,-0.776449
187,2.490015,1,-2.100168
188,3.494075,1,-0.418663
189,1.846415,0,-0.753363
190,2.004431,0,-1.390368
191,1.480294,0,0.526403
192,2.069263,0,0.738326
193,1.2978,0,0.918648
194,2.862194,1,-0.695888
195,2.349254,0,-0.254081
196,1.180486,0,0.798496
197,1.979935,0,-0.396838
198,3.093356,0,-0.720646
199,1.593492,0,-0.354116
200,5.955723,1,-0.432809
201,1.542923,1,1.385609
202,1.002016,0,2.212941
203,1.564525,0,-0.09071
204,4.862404,1,0.068613
205,2.602305,1,1.312361
206,2.541306,0,0.063583
207,0.528393,1,0.885182
208,2.774459,1,0.647319
209,1.555466,0,-0.197256
210,1.991172,1,-0.364823
211,2.560596,0,-1.351045
212,1.638968,0,-0.262276
213,2.221865,0,-0.35386
214,5.355566,1,-1.484385
215,2.077154,0,0.352314
216,3.594296,1,0.594169
217,1.616392,0,1.820676
218,0.896193,1,0.584691
219,1.062319,0,0.817283
220,0.898672,1,-0.225475
221,3.590697,1,0.554665
222,2.048746,0,-0.760307
223,-1.347718,1,0.38577
224,1.507284,0,0.842494
225,1.426271,1,1.003577
226,1.47259,0,-0.398736
227,6.866252,1,-0.094558
228,1.954043,0,-1.833174
229,2.243186,0,-0.579138
230,1.925421,0,0.33418
231,0.749236,0,2.07025
232,0.734914,1,2.151973
233,2.746077,1,1.880612
234,2.909327,0,-1.27439
235,1.665226,0,-0.884039
236,2.37315,1,-0.969735
237,1.511699,0,0.547455
238,2.640002,1,-0.502225
239,1.877826,0,0.738328
240,1.084031,0,1.880187
241,1.075522,0,1.512457
242,2.513008,0,-1.023001
243,1.372571,1,-0.562335
244,2.363413,0,0.021756
245,5.760323,1,-0.697642
246,1.821592,0,1.344303
247,2.560671,1,-1.464107
248,2.316727,0,-1.620345
249,2.977536,0,-1.508764
250,1.382723,0,0.921822
251,1.843665,0,-1.13437
252,5.585341,1,-1.044606
253,1.139794,0,0.956647
254,5.670482,1,-0.973302
255,3.680223,1,-0.115587
256,2.201167,0,-0.999702
257,1.418348,0,0.018603
258,1.637497,1,0.48307
259,5.007206,1,-0.51837
260,2.320824,0,-0.759928
261,2.994469,0,-0.249561
262,2.066173,0,0.138572
263,1.759592,0,0.643782
264,1.826898,1,0.825336
265,3.919027,1,-1.100396
266,1.449874,0,0.606525
267,0.429141,1,1.401914
268,3.203347,0,-0.800371
269,5.911805,1,1.088056
270,2.563895,0,-1.871113
271,3.047705,0,-2.969997
272,2.248353,0,0.271235
273,2.223869,0,1.201134
274,1.646039,1,1.914433
275,3.57235,1,0.656497
276,6.837866,1,-0.605308
277,1.293572,0,1.504493
278,2.472539,0,-0.843451
279,1.836891,0,-0.315057
280,2.559888,1,0.451574
281,2.191445,0,-0.268741
282,2.228531,0,0.175697
283,1.334934,0,0.101507
284,4.190937,1,0.364674
285,2.822863,0,-0.420816
286,2.008268,1,0.970855
287,1.750114,1,1.221427
288,0.621271,1,1.787673
289,2.031395,0,-1.611162
290,-0.624776,1,0.207502
291,2.093042,0,-0.19437
292,1.58875,1,0.47737
293,4.581927,1,0.633067
294,3.857961,1,-1.196439
295,1.931131,0,-0.564364
296,0.618052,1,0.624241
297,0.8868,0,1.489447
298,2.110713,0,0.529369
299,2.120653,0,0.408043
300,1.401339,0,2.111346
301,3.435747,1,0.472414
302,3.872619,1,1.200225
303,1.325539,1,-1.118581
304,2.692794,0,-1.092041
305,2.68734,0,-0.720903
306,2.373281,0,-0.104796
307,1.769026,0,-0.27801
308,2.059887,0,-0.263474
309,1.187335,1,0.526087
310,3.315458,1,1.796867
311,3.448766,1,1.31141
312,2.584394,1,0.015892
313,1.516884,1,-0.067266
314,3.697859,1,-1.846799
315,1.815977,0,-0.052454
316,3.571856,0,-2.528271
317,1.97252,0,0.355944
318,1.998126,0,-0.787672
319,1.352729,1,0.868399
320,2.042533,0,-0.323601
321,2.427617,1,-1.616992
322,5.634781,1,-0.115962
323,2.966238,1,-1.070172
324,1.77551,0,-0.040867
325,2.437374,0,0.256086
326,3.67155,1,-1.244444
327,0.757316,1,0.591317
328,2.306108,1,-0.437652
329,2.259488,0,-0.184561
330,1.510327,0,0.776959
331,2.638563,0,-1.600799
332,1.616496,1,1.934543
333,5.35385,1,-0.562442
334,2.180802,0,0.724373
335,1.908327,0,-0.162568
336,1.627012,0,0.164525
337,1.475463,0,0.022462
338,2.020876,0,0.950028
339,1.188519,0,0.067618
340,3.695837,1,0.580708
341,2.905665,0,-1.205571
342,1.805721,0,0.53409
343,1.368255,0,0.207185
344,2.255588,0,-0.001642
345,1.911542,0,0.331552
346,1.260408,0,0.151091
347,2.21777,1,0.408229
348,1.612743,0,1.552432
349,-0.52393,1,-0.501202
350,7.361209,1,0.032659
351,0.944103,0,1.422822
352,5.014087,1,-2.279196
353,1.993868,1,-0.190447
354,2.133288,0,-0.776858
355,4.244892,0,-1.067694
356,3.494795,1,0.49267
357,0.599051,0,3.129165
358,0.9458,0,-0.357398
359,0.772855,0,1.991021
360,0.925894,0,2.241556
361,1.351593,0,0.698383
362,1.162883,1,-0.460363
363,3.869515,1,0.348565
364,2.139074,0,-1.044238
365,2.808323,1,-0.592616
366,1.683666,0,0.46164
367,1.148061,0,1.851093
368,0.820362,0,0.796249
369,2.611895,0,0.000615
370,1.773817,1,-0.424561
371,4.58854,1,-0.589493
372,2.104304,0,-0.651036
373,2.461927,0,-0.96526
374,1.602921,0,0.793787
375,1.540295,0,0.496863
376,2.695489,0,-1.344818
377,2.693574,0,-1.387077
378,2.914579,0,-0.672205
379,1.534922,0,0.709093
380,2.454897,1,-1.29468
381,1.485475,0,0.618138
382,2.774038,0,-0.174039
383,3.609611,1,-0.497157
384,1.504439,0,-0.910546
385,2.308852,0,-0.21518
386,1.280745,1,0.047724
387,2.147712,0,-0.28636
388,2.290374,0,-1.480643
389,0.488909,0,0.295853
390,4.136528,1,-0.658666
391,5.146098,1,-0.23373
392,4.430976,1,0.436712
393,3.050022,1,2.182904
394,2.312491,1,0.617462
395,2.250103,1,-0.606345
396,2.485442,0,-0.894061
397,3.074063,1,-1.307852
398,2.48956,0,-1.754783
399,2.388012,1,0.450581
400,2.651963,0,-0.738824
401,5.307586,1,-0.172243
402,2.238961,1,0.366608
403,0.876368,1,-1.422921
404,1.309228,0,0.730701
405,5.590347,1,0.892574
406,3.673849,1,-0.954037
407,3.979099,1,-0.735177
408,3.814271,1,-0.256035
409,3.416845,1,-0.323193
410,1.799805,0,0.226616
411,1.667381,0,0.721267
412,1.763324,0,0.628673
413,0.497194,0,2.252732
414,1.078137,0,0.438939
415,-0.587923,1,0.227963
416,2.822794,1,0.479204
417,2.190278,0,-0.074845
418,3.233082,1,-1.495084
419,2.113362,1,0.813401
420,2.668182,0,-0.4204
421,6.313424,1,-0.477195
422,2.825469,0,0.664608
423,3.38463,1,1.144116
424,2.836361,0,-0.763501
425,1.716311,0,0.030153
426,2.276822,0,-0.978026
427,4.916642,1,-1.280698
428,2.425018,1,-0.552863
429,2.030937,0,0.640947
430,1.46075,0,0.792568
431,2.750798,1,1.276083
432,0.700387,1,-1.139063
433,1.995157,0,-0.494301
434,2.020748,0,-0.069174
435,4.677518,1,-0.878987
436,5.235141,1,-1.850954
437,2.47863,0,-0.571233
438,1.626518,0,1.651043
439,1.330012,0,0.809774
440,3.658432,1,-0.673852
441,5.976317,1,1.122325
442,2.981243,1,0.138153
443,0.711347,0,1.71956
444,3.533681,1,1.042496
445,2.857253,0,0.057092
446,5.469461,1,-1.209604
447,1.972953,1,-0.714892
448,1.141801,0,0.05036
449,4.725931,1,-1.076499
450,0.335027,1,0.277398
451,1.964236,0,0.219528
452,-2.15879,1,3.623708
453,2.002949,1,0.300978
454,0.037301,1,1.072774
455,4.554325,1,-0.382636
456,1.266573,0,-0.386806
457,3.99383,1,0.918173
458,1.890531,0,0.022572
459,-1.262582,1,0.225814
460,5.725614,1,-2.145736
461,1.972509,0,-0.371092
462,2.656164,1,1.718169
463,1.487855,1,2.402856
464,1.272329,0,0.610154
465,-2.292041,1,-0.198887
466,5.649379,1,-0.122884
467,3.801729,1,0.854681
468,1.185947,0,2.588135
469,3.413429,1,-1.37194
470,1.736673,1,0.4956
471,2.98478,0,-0.6988
472,1.671437,0,0.185667
473,4.279286,0,-2.781901
474,2.451433,0,0.760839
475,-0.071938,0,3.022227
476,1.391147,1,0.899783
477,6.560346,1,-1.006035
478,1.771826,0,1.199493
479,2.774344,1,0.640753
480,1.974853,0,-1.335577
481,2.040647,0,-2.658758
482,2.93063,0,-0.810353
483,5.494669,1,0.084463
484,2.339038,0,-0.349516
485,2.876378,0,-1.577637
486,1.44849,1,0.381726
487,4.025973,1,0.18247
488,2.594809,0,-1.177319
489,1.505678,0,0.64728
490,-2.147836,1,1.369604
491,2.637676,0,0.246913
492,3.247109,1,-0.171689
493,1.847719,0,-0.768387
494,1.943927,1,-1.107748
495,2.459427,0,0.982602
496,3.162891,0,-1.362927
497,-0.27335,1,0.331427
498,1.527104,0,-0.171247
499,1.195595,0,-0.044462
500,0.982334,0,0.709764
501,1.331377,1,-0.656461
502,5.844499,1,-1.154144
503,1.94687,1,-1.400248
504,1.776494,0,-0.501972
505,1.243097,1,0.149359
506,3.892703,1,-0.073403
507,0.476782,1,0.1371
508,5.743501,1,-1.043926
509,2.283448,0,-0.284131
510,1.147988,1,0.825778
511,1.283594,0,0.518607
512,1.474495,1,1.199527
513,1.872384,0,-0.134702
514,2.330686,0,-0.654538
515,2.450175,0,-0.02202
516,1.12841,1,0.759333
517,1.192173,0,1.676929
518,1.693837,1,1.840445
519,1.737065,0,-0.040435
520,0.853394,0,0.743294
521,1.142447,0,1.575346
522,1.832681,0,-0.364477
523,2.39865,0,0.425932
524,2.712863,0,0.422956
525,1.059365,0,1.537878
526,0.507302,1,0.737551
527,5.353065,1,-1.653532
528,4.070502,1,0.361839
529,2.487012,0,0.431452
530,1.801662,1,-1.040222
531,3.233933,0,-2.062407
532,1.943519,1,-0.305745
533,2.898129,1,0.190916
534,1.853663,0,-0.201006
535,2.419013,0,-1.496532
536,3.49133,1,-1.878529
537,1.715124,1,0.4935
538,2.935506,1,1.747983
539,1.126534,0,0.771634
540,2.376725,0,-0.855667
541,2.641948,0,-1.101898
542,3.520149,0,-0.552066
543,5.267923,1,-0.434632
544,1.760096,1,0.120248
545,1.817708,0,1.28252
546,1.852431,0,-0.312165
547,1.283954,1,1.303336
548,2.798125,0,-1.260457
549,2.124363,0,-0.761672
550,0.000764,1,0.678326
551,2.875383,0,0.245908
552,1.416117,0,0.665826
553,2.799363,0,-2.47612
554,1.084161,1,1.465193
555,3.818769,1,0.298823
556,-2.443387,1,1.615525
557,0.685677,0,1.99616
558,2.264677,0,0.054221
559,4.043013,1,-0.053954
560,3.075206,1,1.817038
561,2.200597,0,-0.903022
562,1.444321,0,-0.117148
563,2.196117,0,-0.847363
564,5.262573,1,-2.195747
565,3.149846,0,-3.206234
566,1.975963,0,0.432546
567,1.849244,0,0.018905
568,1.984744,1,0.048754
569,3.673996,1,0.063563
570,6.13614,1,1.256255
571,3.398191,1,-0.144748
572,1.037819,0,0.316664
573,2.21382,0,0.545699
574,-0.672493,1,1.992924
575,3.795636,1,0.437064
576,3.321258,1,1.169598
577,4.057213,1,0.633901
578,3.395528,0,-2.299408
579,0.922465,0,0.853046
580,4.894383,1,0.529094
581,2.386594,1,-0.865978
582,1.890411,0,0.497843
583,2.236636,0,-0.401623
584,3.454951,1,-0.082646
585,2.287955,0,0.440487
586,2.593276,0,-1.536492
587,2.773735,0,-1.044117
588,1.199096,1,-0.195741
589,2.38381,1,-1.197588
590,2.272007,0,-0.760147
591,2.151391,0,-0.735199
592,1.328791,0,1.47575
593,2.640684,1,-0.072802
594,4.780852,0,-2.14519
595,0.884856,1,-0.162088
596,2.237466,1,-0.000699
597,1.292979,0,0.811933
598,3.843803,1,0.013366
599,2.091056,1,-0.47582
600,1.872487,0,-0.789166
601,1.032981,0,1.245718
602,1.28568,1,0.571278
603,2.598798,1,0.423905
604,4.381725,1,1.046473
605,1.933095,0,-0.466661
606,0.729333,0,1.508824
607,4.679912,1,-0.334831
608,4.500586,1,1.299809
609,2.28265,1,0.016946
610,0.181689,1,1.121437
611,1.644755,0,0.637865
612,3.47676,1,0.089286
613,2.186734,1,-0.053462
614,2.044223,0,-0.215561
615,1.259847,0,1.166201
616,2.399352,0,-0.01713
617,0.182108,0,2.449254
618,4.125054,1,-0.835273
619,0.428668,1,0.640426
620,1.320468,0,1.687869
621,4.660315,1,0.659242
622,5.440728,1,0.559898
623,1.112142,1,-0.839691
624,3.362765,0,-1.873823
625,2.376409,1,0.608879
626,1.293648,0,2.248848
627,2.196742,0,-0.022505
628,2.73283,1,-0.191836
629,4.767037,1,0.92531
630,5.47773,1,-0.242448
631,1.213593,1,0.23449
632,3.23495,1,-0.033695
633,2.304924,0,0.167858
634,2.25256,0,0.073792
635,1.91883,0,-0.357612
636,2.317428,0,-0.693785
637,1.135406,0,1.493033
638,3.861987,1,0.185487
639,1.95451,1,-0.08567
640,1.974691,0,0.827329
641,0.378497,1,2.248515
642,1.074755,0,1.262858
643,1.864329,0,-0.220307
644,4.900322,1,-0.731177
645,1.06057,1,-0.805072
646,1.528064,1,-1.848624
647,1.877335,0,0.087039
648,2.781472,0,-1.946342
649,2.086759,0,-0.391486
650,2.404102,0,-0.965731
651,1.994702,0,0.119083
652,2.572389,1,-2.325983
653,0.636344,0,1.756703
654,1.065242,1,0.220267
655,1.434134,0,0.275197
656,1.773871,0,-0.478636
657,4.081269,1,-0.731705
658,-0.121114,1,-0.781821
659,1.697044,1,0.57834
660,2.615062,0,-0.384413
661,5.279303,1,0.471524
662,0.550823,1,-1.203104
663,3.157526,1,1.07176
664,2.269453,0,-1.43242
665,2.882904,0,0.464204
666,2.165681,0,-1.305134
667,2.432615,0,-0.460012
668,2.101386,0,-0.805811
669,5.802063,1,0.016452
670,1.350386,1,-0.696534
671,2.367872,0,-1.473483
672,2.355273,1,1.977296
673,4.556725,1,0.169977
674,3.597189,1,-0.148962
675,2.396896,0,-1.831457
676,2.488081,1,0.22824
677,0.917397,1,0.57249
678,2.125379,0,0.651285
679,3.043757,1,1.039928
680,2.209694,0,0.273848
681,1.795981,0,1.252509
682,2.223656,0,-0.227322
683,1.535225,0,0.404427
684,2.202191,1,0.052202
685,3.59158,1,-0.836741
686,-0.323618,1,-1.148566
687,2.744646,0,-0.689312
688,1.181698,0,0.647659
689,1.603458,0,-0.929967
690,1.935268,1,1.084742
691,2.153413,0,-0.270278
692,1.437307,0,1.227937
693,2.90811,1,-1.143518
694,0.50812,0,2.203047
695,0.631334,1,0.757078
696,2.345336,0,-1.378655
697,2.826347,1,2.194723
698,1.53729,0,0.734196
699,2.828198,0,-0.732313
700,2.261398,0,-1.645225
701,2.235916,0,1.80586
702,4.307169,1,-0.862229
703,3.924012,1,-1.121882
704,1.440379,0,1.433719
705,1.340604,0,0.255391
706,2.679297,0,-1.555653
707,1.922951,0,0.020235
708,2.062524,0,0.596473
709,2.761178,1,0.498533
710,1.137954,0,1.055483
711,4.865138,1,0.239593
712,3.972189,1,-0.419747
713,1.776355,0,-0.776768
714,2.081084,0,0.650713
715,2.522527,0,0.254264
716,2.386753,0,0.269466
717,4.342342,1,0.325868
718,1.703501,0,0.652613
719,4.234208,1,0.845356
720,2.690339,1,-1.659461
721,2.149059,0,-0.399576
722,2.144565,0,0.475902
723,2.107514,0,0.718918
724,3.000803,0,-0.135526
725,5.182711,1,-0.223845
726,2.186167,1,-0.72145
727,5.375247,1,-0.419118
728,2.067028,1,0.347916
729,3.304704,1,0.813209
730,0.968842,0,0.250254
731,4.105963,1,-1.133172
732,4.648118,1,0.024232
733,2.616257,0,-1.6109
734,1.054873,1,1.469894
735,1.313324,0,1.274929
736,2.714231,1,-0.462301
737,2.068042,0,0.424549
738,1.419913,0,0.733498
739,1.654661,0,-0.43329
740,1.030102,0,1.281687
741,0.807741,0,1.29403
742,1.825396,0,-1.044238
743,2.197738,1,0.00537
744,1.952419,1,0.163336
745,2.772652,1,0.096756
746,1.758877,1,0.274868
747,2.997472,0,-0.432691
748,3.851062,0,-3.285428
749,2.744783,0,1.145483
750,4.848035,1,0.776222
751,0.931807,0,1.08348
752,3.925825,1,0.12118
753,1.419403,0,0.520366
754,3.984867,1,-1.401177
755,2.901906,1,-0.644875
756,3.408531,0,-1.681524
757,0.510557,1,0.242576
758,2.945995,0,0.579707
759,1.297973,0,0.34076
760,5.166525,1,-0.290391
761,2.507006,0,0.925076
762,1.979074,0,0.856133
763,2.175816,0,0.280015
764,1.433056,0,0.146716
765,4.253126,1,0.443118
766,1.258865,1,0.450013
767,2.210876,0,-0.070241
768,1.963165,0,0.566673
769,0.57999,1,1.301923
770,2.180433,0,0.913108
771,3.918518,1,1.082422
772,3.397347,0,-2.690846
773,2.811792,1,-0.361976
774,2.125511,0,-0.055651
775,1.745976,1,-1.275395
776,2.053164,0,-0.704269
777,2.739867,0,-0.489129
778,1.086682,0,0.52686
779,2.46535,1,0.65426
780,2.264968,0,-0.410445
781,1.736749,0,0.097574
782,2.957178,1,0.498456
783,2.89454,0,-2.263467
784,2.577863,0,-1.354289
785,6.807313,1,0.909282
786,2.57861,0,-0.157613
787,3.009963,0,0.743711
788,1.681009,0,0.549159
789,1.639367,1,-0.730681
790,0.853306,0,-0.537516
791,1.697128,0,0.448721
792,4.271552,1,0.51579
793,3.167412,0,-1.096372
794,1.939031,0,-0.797091
795,2.560158,0,-0.82396
796,2.594836,0,-0.845778
797,5.552027,1,-1.699085
798,-0.346855,1,0.759627
799,2.216444,1,-0.105934
800,1.927369,0,-0.319437
801,4.529106,1,-1.766291
802,2.202667,1,0.766746
803,1.41438,1,0.567588
804,5.173461,1,-1.546479
805,3.122754,0,-1.039062
806,1.991255,0,-0.078593
807,3.144869,0,-0.955954
808,2.313864,0,-0.173738
809,1.373949,1,-0.396101
810,5.388175,1,-0.418975
811,0.689405,0,1.281708
812,5.083226,1,0.546542
813,1.520227,0,1.648544
814,2.576721,1,-0.293377
815,0.918245,1,-0.261943
816,4.456505,1,0.654609
817,0.277344,1,-0.899992
818,4.557456,1,0.195109
819,0.285038,1,-1.054274
820,1.314459,0,0.186233
821,4.238561,1,-0.943173
822,3.990266,1,0.01828
823,2.938395,0,-1.452777
824,1.468887,0,0.885494
825,0.320929,1,0.264028
826,1.58114,0,1.478948
827,3.269708,1,0.911761
828,0.240352,1,0.798696
829,0.992223,0,1.173143
830,2.350799,0,0.21061
831,3.814498,1,-1.665769
832,1.894501,0,-0.325257
833,1.95621,0,-0.650598
834,2.702139,1,1.598949
835,3.045833,0,-1.105831
836,2.017606,0,0.090636
837,1.823192,0,-0.614146
838,2.723892,1,-1.527414
839,1.256431,0,1.537853
840,1.236129,0,0.894753
841,1.74745,0,1.5071
842,2.820174,0,-0.997132
843,1.095727,0,0.238406
844,2.656973,0,-0.21564
845,1.935969,0,-0.252569
846,2.413787,1,0.194196
847,2.611171,1,3.049145
848,-0.191679,1,0.736462
849,1.530845,0,1.190374
850,3.797588,1,-0.025834
851,-0.356468,1,1.205288
852,2.686765,0,0.430323
853,2.098134,1,0.782958
854,1.696771,1,-1.669754
855,5.279533,1,-0.23638
856,2.534816,0,-1.29264
857,0.920014,0,1.686974
858,2.932989,1,-1.149152
859,2.691419,0,-0.491112
860,1.894705,0,1.419221
861,3.21974,0,-0.633114
862,1.546566,0,1.050988
863,2.253936,0,-0.559935
864,3.072277,1,-0.551275
865,2.356624,1,1.079629
866,3.426666,1,1.026431
867,2.743179,1,0.062339
868,2.430595,0,-0.527716
869,3.731525,1,-1.420915
870,2.247778,1,0.787682
871,3.361339,1,1.758829
872,2.930991,0,-1.863146
873,3.5423,1,0.590622
874,2.379746,1,-0.492459
875,1.400616,0,1.459787
876,1.736334,0,-0.86035
877,1.466789,1,-0.186086
878,3.014671,0,-1.315964
879,-0.580684,1,-0.293784
880,2.151522,1,0.973191
881,-0.525659,1,1.036299
882,2.494174,0,0.708919
883,2.084135,0,-0.650558
884,2.48747,0,-1.537739
885,0.33129,1,0.161963
886,3.964272,1,-0.549539
887,1.972246,0,-0.658687
888,5.886238,1,-0.400322
889,-0.135112,1,0.741903
890,2.04445,0,0.917852
891,1.504766,0,0.283755
892,1.721504,1,-2.318476
893,2.824853,1,0.80427
894,1.979651,0,0.050135
895,0.800324,1,1.711556
896,1.982909,0,0.888109
897,2.77747,0,-1.263917
898,4.897894,1,-1.021569
899,1.701189,0,-0.046565
900,2.599293,1,-0.758261
901,3.811082,1,-0.688539
902,1.329412,0,0.973784
903,2.047936,1,-0.034034
904,2.324172,1,-0.619323
905,2.035456,1,-0.139898
906,2.714443,0,-0.215928
907,2.031838,1,1.269579
908,2.113667,0,0.098564
909,2.110615,0,-0.110597
910,1.327243,0,0.215678
911,3.619524,0,-0.894852
912,1.427684,0,0.916719
913,2.035658,0,-0.256857
914,2.466223,0,-0.151472
915,1.298775,0,0.87409
916,3.251249,1,-0.517336
917,2.042521,0,0.043697
918,3.241302,0,-1.793682
919,1.938734,1,1.23447
920,2.282906,1,-0.096567
921,5.700521,1,-1.028184
922,3.178173,1,-0.066152
923,1.571784,1,1.56348
924,5.386847,1,-0.081239
925,2.766698,0,-0.462056
926,1.429688,0,1.274325
927,2.964169,1,0.951248
928,2.951842,1,0.827092
929,2.690052,1,-0.499386
930,4.715383,1,-0.739278
931,2.531376,0,-1.003252
932,1.813003,0,0.236958
933,2.799199,0,-1.744406
934,2.02055,0,0.398579
935,1.648491,0,0.733626
936,1.993712,0,0.457246
937,1.450175,1,-1.562863
938,2.086596,0,-0.255322
939,3.637013,1,-1.56056
940,2.461333,1,-0.398528
941,0.876646,1,-0.708365
942,2.832642,0,-1.097421
943,1.86119,0,-0.417795
944,0.888905,0,1.400172
945,1.695065,1,0.372553
946,1.360631,1,-0.780037
947,1.992838,0,-0.791227
948,1.513842,0,-0.111058
949,3.523899,1,-1.171898
950,1.060717,0,0.893845
951,2.030862,0,0.668613
952,1.455431,0,1.130838
953,2.754604,1,2.551827
954,1.676011,0,-0.892397
955,2.329159,1,-0.864227
956,2.12099,1,0.741919
957,2.377557,0,0.506218
958,2.658595,0,-0.513211
959,3.104507,0,-0.861295
960,2.227879,0,0.471631
961,1.840682,0,0.179154
962,1.061838,0,0.921923
