stratum,psu,weight,domain,outcome
1,5,100.0,1,1
1,5,100.0,1,0
1,5,100.0,1,0
1,5,100.0,1,0
1,5,100.0,0,0
1,5,100.0,1,0
1,5,100.0,1,0
1,5,100.0,0,0
1,5,100.0,0,1
1,6,100.0,0,1
1,6,100.0,1,1
1,6,100.0,1,1
1,6,100.0,1,0
1,6,100.0,0,0
1,6,100.0,1,0
1,6,100.0,1,1
1,6,100.0,1,0
1,6,100.0,1,0
1,6,100.0,0,0
1,6,100.0,1,1
1,6,100.0,1,0
1,6,100.0,1,1
1,6,100.0,1,1
1,6,100.0,1,1
1,6,100.0,0,0
1,6,100.0,0,1
1,6,100.0,0,0
1,6,100.0,1,0
1,6,100.0,1,0
1,7,100.0,0,0
1,7,100.0,1,0
1,7,100.0,1,0
1,7,100.0,1,0
1,7,100.0,0,0
1,7,100.0,1,0
1,7,100.0,1,0
1,7,100.0,1,0
1,7,100.0,0,0
1,7,100.0,1,0
1,7,100.0,1,1
1,7,100.0,0,0
1,7,100.0,0,0
1,7,100.0,0,0
1,7,100.0,1,0
1,7,100.0,1,0
1,7,100.0,1,0
1,7,100.0,1,0
1,7,100.0,0,0
1,7,100.0,0,0
1,8,100.0,0,1
1,8,100.0,1,0
1,8,100.0,1,1
1,8,100.0,1,1
1,8,100.0,1,0
1,8,100.0,0,0
1,8,100.0,1,0
1,8,100.0,1,0
1,8,100.0,1,1
1,8,100.0,0,0
1,8,100.0,1,1
1,8,100.0,0,0
1,8,100.0,1,0
1,8,100.0,1,0
1,8,100.0,1,0
1,8,100.0,1,0
1,8,100.0,1,1
1,8,100.0,1,0
1,8,100.0,0,1
1,8,100.0,1,1
1,9,100.0,0,0
1,9,100.0,1,1
1,9,100.0,0,0
1,9,100.0,1,1
1,9,100.0,1,0
1,9,100.0,0,1
1,9,100.0,1,0
1,9,100.0,1,0
1,9,100.0,1,0
1,9,100.0,1,0
1,9,100.0,1,1
1,9,100.0,1,0
1,9,100.0,1,0
1,9,100.0,0,1
1,9,100.0,1,0
1,9,100.0,0,1
1,9,100.0,1,0
1,9,100.0,1,0
1,9,100.0,1,0
1,9,100.0,0,0
1,10,100.0,1,0
1,10,100.0,0,0
1,10,100.0,0,0
1,10,100.0,0,0
1,10,100.0,0,1
1,10,100.0,0,0
1,10,100.0,1,0
1,10,100.0,1,1
1,10,100.0,1,0
1,10,100.0,1,0
1,10,100.0,0,1
1,10,100.0,1,0
1,10,100.0,0,0
1,10,100.0,0,0
1,10,100.0,1,1
1,10,100.0,0,0
1,10,100.0,1,1
1,10,100.0,1,1
1,10,100.0,0,0
1,10,100.0,0,0
1,11,100.0,0,1
1,11,100.0,0,0
1,11,100.0,0,1
1,11,100.0,0,1
1,11,100.0,0,0
1,11,100.0,0,0
1,11,100.0,0,1
1,11,100.0,0,0
1,11,100.0,0,1
1,11,100.0,0,0
1,11,100.0,0,0
1,11,100.0,0,0
1,11,100.0,0,0
1,11,100.0,0,0
1,11,100.0,0,0
1,11,100.0,0,0
1,11,100.0,0,0
1,11,100.0,0,0
1,11,100.0,0,0
1,11,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,12,100.0,0,0
1,13,100.0,0,1
1,13,100.0,0,0
1,13,100.0,0,1
1,13,100.0,0,0
1,13,100.0,0,0
1,13,100.0,0,0
1,13,100.0,0,0
1,13,100.0,0,1
1,13,100.0,0,0
1,13,100.0,0,0
1,13,100.0,0,0
1,13,100.0,0,0
1,13,100.0,0,0
1,13,100.0,0,0
1,13,100.0,0,0
1,13,100.0,0,0
1,13,100.0,0,0
1,13,100.0,0,0
1,13,100.0,0,0
1,13,100.0,0,0
1,14,100.0,0,0
1,14,100.0,0,0
1,14,100.0,0,1
1,14,100.0,0,0
1,14,100.0,0,0
1,14,100.0,0,1
1,14,100.0,0,0
1,14,100.0,0,0
1,14,100.0,0,0
1,14,100.0,0,0
1,14,100.0,0,0
1,14,100.0,0,0
1,14,100.0,0,1
1,14,100.0,0,0
1,14,100.0,0,0
1,14,100.0,0,0
1,14,100.0,0,0
1,14,100.0,0,0
1,14,100.0,0,0
1,14,100.0,0,0
1,15,100.0,1,0
1,15,100.0,0,0
1,15,100.0,1,1
1,15,100.0,0,0
1,15,100.0,1,0
1,15,100.0,1,0
1,15,100.0,1,0
1,15,100.0,0,0
1,15,100.0,1,0
1,15,100.0,1,0
1,15,100.0,1,0
1,15,100.0,0,1
1,15,100.0,1,0
1,15,100.0,1,0
1,15,100.0,1,0
1,15,100.0,1,0
1,15,100.0,1,1
1,15,100.0,1,0
1,15,100.0,1,0
1,15,100.0,1,0
1,16,100.0,1,0
1,16,100.0,1,0
1,16,100.0,0,0
1,16,100.0,0,0
1,16,100.0,1,1
1,16,100.0,1,0
1,16,100.0,1,0
1,16,100.0,1,0
1,16,100.0,1,0
1,16,100.0,0,0
1,16,100.0,1,0
1,16,100.0,1,0
1,16,100.0,1,0
1,16,100.0,0,1
1,16,100.0,1,0
1,16,100.0,0,1
1,16,100.0,0,0
1,16,100.0,0,0
1,16,100.0,1,1
1,16,100.0,0,0
1,17,100.0,1,0
1,17,100.0,0,0
1,17,100.0,0,0
1,17,100.0,1,0
1,17,100.0,1,0
1,17,100.0,1,0
1,17,100.0,1,1
1,17,100.0,0,0
1,17,100.0,1,0
1,17,100.0,0,0
1,17,100.0,1,0
1,17,100.0,1,0
1,17,100.0,0,0
1,17,100.0,0,0
1,17,100.0,1,0
1,17,100.0,0,1
1,17,100.0,1,0
1,17,100.0,1,0
1,17,100.0,1,0
1,17,100.0,1,0
1,18,100.0,1,0
1,18,100.0,1,0
1,18,100.0,1,0
1,18,100.0,0,0
1,18,100.0,1,0
1,18,100.0,1,0
1,18,100.0,1,0
1,18,100.0,1,0
1,18,100.0,0,0
1,18,100.0,0,0
1,18,100.0,1,0
1,18,100.0,1,0
1,18,100.0,0,0
1,18,100.0,1,0
1,18,100.0,1,0
1,18,100.0,1,0
1,18,100.0,1,0
1,18,100.0,1,0
1,18,100.0,1,0
1,18,100.0,1,0
1,19,100.0,1,0
1,19,100.0,0,0
1,19,100.0,1,0
1,19,100.0,1,0
1,19,100.0,1,0
1,19,100.0,1,0
1,19,100.0,1,0
1,19,100.0,1,0
1,19,100.0,1,0
1,19,100.0,1,0
1,19,100.0,1,1
1,19,100.0,1,0
1,19,100.0,0,0
1,19,100.0,1,0
1,19,100.0,1,0
1,19,100.0,0,1
1,19,100.0,1,0
1,19,100.0,1,0
1,19,100.0,1,0
1,19,100.0,1,0
1,20,100.0,1,0
1,20,100.0,0,0
1,20,100.0,0,0
1,20,100.0,1,0
1,20,100.0,0,1
1,20,100.0,0,0
1,20,100.0,0,0
1,20,100.0,1,0
1,20,100.0,1,0
1,20,100.0,1,0
1,20,100.0,0,0
1,20,100.0,1,0
1,20,100.0,1,0
1,20,100.0,0,0
1,20,100.0,1,0
1,20,100.0,1,0
1,20,100.0,0,0
1,20,100.0,1,0
1,20,100.0,1,1
1,20,100.0,1,1
1,21,100.0,1,1
1,21,100.0,1,0
1,21,100.0,1,0
1,21,100.0,1,1
1,21,100.0,1,1
1,21,100.0,0,0
1,21,100.0,1,0
1,21,100.0,1,0
1,21,100.0,1,0
1,21,100.0,1,0
1,21,100.0,1,0
1,21,100.0,1,0
1,21,100.0,1,0
1,21,100.0,1,0
1,21,100.0,1,0
1,21,100.0,0,0
1,21,100.0,1,0
1,21,100.0,1,0
1,21,100.0,1,0
1,21,100.0,1,0
1,22,100.0,0,0
1,22,100.0,0,0
1,22,100.0,0,0
1,22,100.0,0,0
1,22,100.0,0,1
1,22,100.0,0,0
1,22,100.0,0,0
1,22,100.0,0,1
1,22,100.0,0,0
1,22,100.0,0,1
1,22,100.0,0,0
1,22,100.0,0,1
1,22,100.0,0,0
1,22,100.0,0,0
1,22,100.0,0,0
1,22,100.0,0,0
1,22,100.0,0,0
1,22,100.0,0,1
1,22,100.0,0,0
1,22,100.0,0,0
1,23,100.0,0,0
1,23,100.0,0,1
1,23,100.0,0,0
1,23,100.0,0,0
1,23,100.0,0,0
1,23,100.0,0,0
1,23,100.0,0,1
1,23,100.0,0,0
1,23,100.0,0,0
1,23,100.0,0,0
1,23,100.0,0,0
1,23,100.0,0,1
1,23,100.0,0,0
1,23,100.0,0,0
1,23,100.0,0,0
1,23,100.0,0,0
1,23,100.0,0,0
1,23,100.0,0,0
1,23,100.0,0,0
1,23,100.0,0,0
1,24,100.0,0,0
1,24,100.0,1,0
1,24,100.0,1,0
1,24,100.0,1,0
1,24,100.0,0,1
1,24,100.0,1,1
1,24,100.0,1,1
1,24,100.0,0,0
1,24,100.0,1,1
1,24,100.0,0,0
1,24,100.0,1,0
1,24,100.0,0,0
1,24,100.0,1,0
1,24,100.0,0,0
1,24,100.0,1,0
1,24,100.0,0,0
1,24,100.0,1,0
1,24,100.0,1,1
1,24,100.0,1,1
1,24,100.0,1,0
1,25,100.0,1,1
1,25,100.0,1,0
1,25,100.0,1,0
1,25,100.0,1,0
1,25,100.0,1,0
1,25,100.0,1,0
1,25,100.0,0,1
1,25,100.0,0,0
1,25,100.0,1,0
1,25,100.0,1,0
1,25,100.0,1,0
1,25,100.0,0,0
1,25,100.0,1,0
1,25,100.0,1,0
1,25,100.0,1,0
1,25,100.0,1,0
1,25,100.0,1,0
1,25,100.0,1,0
1,25,100.0,1,0
1,25,100.0,1,0
1,26,100.0,0,1
1,26,100.0,0,0
1,26,100.0,1,0
1,26,100.0,1,0
1,26,100.0,1,0
1,26,100.0,1,0
1,26,100.0,1,0
1,26,100.0,1,0
1,26,100.0,1,0
1,26,100.0,1,0
1,26,100.0,1,0
1,26,100.0,1,0
1,26,100.0,0,1
1,26,100.0,0,0
1,26,100.0,0,0
1,26,100.0,0,0
1,26,100.0,0,0
1,26,100.0,1,0
1,26,100.0,1,0
1,26,100.0,1,0
1,27,100.0,0,0
1,27,100.0,1,0
1,27,100.0,0,0
1,27,100.0,1,0
1,27,100.0,0,0
1,27,100.0,1,0
1,27,100.0,0,0
1,27,100.0,0,0
1,27,100.0,1,0
1,27,100.0,0,0
1,27,100.0,1,0
1,27,100.0,1,0
1,27,100.0,1,0
1,27,100.0,1,0
1,27,100.0,1,1
1,27,100.0,1,0
1,27,100.0,1,0
1,27,100.0,0,0
1,27,100.0,0,0
1,27,100.0,0,0
1,28,100.0,0,0
1,28,100.0,1,0
1,28,100.0,1,0
1,28,100.0,1,1
1,28,100.0,1,1
1,28,100.0,1,0
1,28,100.0,0,1
1,28,100.0,0,0
1,28,100.0,0,0
1,28,100.0,1,1
1,28,100.0,1,0
1,28,100.0,1,1
1,28,100.0,1,0
1,28,100.0,1,0
1,28,100.0,1,1
1,28,100.0,0,0
1,28,100.0,1,0
1,28,100.0,0,0
1,28,100.0,1,0
1,28,100.0,1,0
1,29,100.0,1,1
1,29,100.0,1,1
1,29,100.0,0,0
1,29,100.0,1,0
1,29,100.0,0,0
1,29,100.0,1,1
1,29,100.0,1,0
1,29,100.0,1,0
1,29,100.0,1,0
1,29,100.0,1,1
1,29,100.0,0,0
1,29,100.0,1,1
1,29,100.0,1,0
1,29,100.0,0,1
1,29,100.0,1,0
1,29,100.0,0,1
1,29,100.0,1,0
1,29,100.0,1,0
1,29,100.0,0,0
1,29,100.0,1,0
1,30,100.0,1,1
1,30,100.0,0,0
1,30,100.0,1,0
1,30,100.0,1,1
1,30,100.0,1,0
1,30,100.0,1,1
1,30,100.0,0,0
1,30,100.0,1,1
1,30,100.0,0,0
1,30,100.0,1,0
1,30,100.0,1,0
1,30,100.0,1,0
1,30,100.0,0,0
1,30,100.0,1,0
1,30,100.0,1,0
1,30,100.0,1,1
1,30,100.0,0,1
1,30,100.0,1,0
1,30,100.0,1,1
1,30,100.0,1,0
2,1,200.0,0,0
2,1,200.0,0,0
2,1,200.0,0,0
2,1,200.0,0,1
2,1,200.0,0,0
2,1,200.0,0,1
2,1,200.0,0,0
2,1,200.0,0,0
2,1,200.0,0,0
2,1,200.0,0,1
2,1,200.0,0,1
2,1,200.0,0,1
2,1,200.0,0,1
2,1,200.0,0,0
2,1,200.0,0,1
2,1,200.0,0,0
2,1,200.0,0,0
2,1,200.0,0,0
2,1,200.0,0,1
2,1,200.0,0,1
2,2,200.0,1,1
2,2,200.0,1,0
2,2,200.0,1,1
2,2,200.0,0,1
2,2,200.0,0,0
2,2,200.0,1,0
2,2,200.0,1,0
2,2,200.0,1,0
2,2,200.0,1,0
2,2,200.0,1,1
2,2,200.0,1,0
2,2,200.0,0,1
2,2,200.0,0,0
2,2,200.0,0,1
2,2,200.0,1,0
2,2,200.0,1,1
2,2,200.0,1,0
2,2,200.0,1,0
2,2,200.0,1,0
2,2,200.0,1,1
2,3,200.0,0,1
2,3,200.0,1,1
2,3,200.0,1,0
2,3,200.0,1,0
2,3,200.0,1,0
2,3,200.0,0,1
2,3,200.0,1,0
2,3,200.0,0,0
2,3,200.0,0,1
2,3,200.0,0,1
2,3,200.0,1,1
2,3,200.0,1,0
2,3,200.0,1,0
2,3,200.0,1,0
2,3,200.0,0,0
2,3,200.0,1,0
2,3,200.0,1,0
2,3,200.0,1,0
2,3,200.0,0,0
2,3,200.0,1,1
2,4,200.0,0,0
2,4,200.0,0,0
2,4,200.0,0,1
2,4,200.0,0,0
2,4,200.0,0,0
2,4,200.0,0,0
2,4,200.0,0,1
2,4,200.0,0,0
2,4,200.0,0,0
2,4,200.0,0,1
2,4,200.0,0,0
2,4,200.0,0,0
2,4,200.0,0,1
2,4,200.0,0,1
2,4,200.0,0,0
2,4,200.0,0,0
2,4,200.0,0,0
2,4,200.0,0,0
2,4,200.0,0,0
2,4,200.0,0,0
2,5,200.0,1,0
2,5,200.0,1,0
2,5,200.0,1,0
2,5,200.0,1,0
2,5,200.0,0,0
2,5,200.0,0,1
2,5,200.0,1,0
2,5,200.0,1,0
2,5,200.0,1,1
2,5,200.0,0,0
2,5,200.0,1,0
2,5,200.0,1,0
2,5,200.0,1,0
2,5,200.0,1,1
2,5,200.0,1,0
2,5,200.0,0,0
2,5,200.0,1,1
2,5,200.0,0,0
2,5,200.0,0,0
2,5,200.0,1,0
2,6,200.0,1,0
2,6,200.0,1,0
2,6,200.0,0,0
2,6,200.0,1,0
2,6,200.0,1,1
2,6,200.0,0,1
2,6,200.0,0,1
2,6,200.0,1,1
2,6,200.0,1,0
2,6,200.0,1,0
2,6,200.0,0,0
2,6,200.0,0,0
2,6,200.0,1,0
2,6,200.0,1,0
2,6,200.0,0,1
2,6,200.0,0,1
2,6,200.0,0,0
2,6,200.0,0,0
2,6,200.0,1,1
2,6,200.0,0,0
2,7,200.0,0,0
2,7,200.0,0,0
2,7,200.0,0,1
2,7,200.0,0,1
2,7,200.0,0,1
2,7,200.0,0,1
2,7,200.0,0,0
2,7,200.0,0,1
2,7,200.0,0,0
2,7,200.0,0,0
2,7,200.0,0,1
2,7,200.0,0,1
2,7,200.0,0,0
2,7,200.0,0,0
2,7,200.0,0,0
2,7,200.0,0,1
2,7,200.0,0,0
2,7,200.0,0,0
2,7,200.0,0,0
2,7,200.0,0,0
2,8,200.0,1,0
2,8,200.0,1,0
2,8,200.0,1,0
2,8,200.0,0,0
2,8,200.0,1,0
2,8,200.0,1,0
2,8,200.0,1,0
2,8,200.0,1,0
2,8,200.0,1,0
2,8,200.0,1,0
2,8,200.0,1,0
2,8,200.0,1,0
2,8,200.0,1,0
2,8,200.0,1,0
2,8,200.0,1,0
2,8,200.0,1,0
2,8,200.0,1,1
2,8,200.0,1,1
2,8,200.0,0,1
2,8,200.0,1,1
2,9,200.0,1,0
2,9,200.0,0,1
2,9,200.0,1,0
2,9,200.0,1,1
2,9,200.0,1,0
2,9,200.0,1,0
2,9,200.0,1,0
2,9,200.0,1,0
2,9,200.0,1,0
2,9,200.0,0,0
2,9,200.0,1,0
2,9,200.0,1,0
2,9,200.0,1,0
2,9,200.0,1,0
2,9,200.0,0,0
2,9,200.0,1,0
2,9,200.0,1,0
2,9,200.0,1,1
2,9,200.0,0,0
2,9,200.0,1,0
2,10,200.0,0,1
2,10,200.0,0,0
2,10,200.0,1,0
2,10,200.0,1,0
2,10,200.0,1,0
2,10,200.0,0,0
2,10,200.0,0,1
2,10,200.0,0,1
2,10,200.0,0,0
2,10,200.0,1,1
2,10,200.0,0,0
2,10,200.0,0,0
2,10,200.0,1,0
2,10,200.0,1,0
2,10,200.0,1,0
2,10,200.0,1,0
2,10,200.0,1,0
2,10,200.0,0,1
2,10,200.0,1,1
2,10,200.0,0,0
2,11,200.0,0,0
2,11,200.0,0,0
2,11,200.0,0,0
2,11,200.0,0,1
2,11,200.0,0,0
2,11,200.0,0,1
2,11,200.0,0,1
2,11,200.0,0,0
2,11,200.0,0,0
2,11,200.0,0,0
2,11,200.0,0,0
2,11,200.0,0,1
2,11,200.0,0,0
2,11,200.0,0,0
2,11,200.0,0,1
2,11,200.0,0,0
2,11,200.0,0,0
2,11,200.0,0,0
2,11,200.0,0,0
2,11,200.0,0,1
2,12,200.0,0,0
2,12,200.0,0,0
2,12,200.0,0,0
2,12,200.0,0,0
2,12,200.0,0,0
2,12,200.0,0,1
2,12,200.0,0,0
2,12,200.0,0,1
2,12,200.0,0,0
2,12,200.0,0,1
2,12,200.0,0,0
2,12,200.0,0,1
2,12,200.0,0,0
2,12,200.0,0,0
2,12,200.0,0,1
2,12,200.0,0,1
2,12,200.0,0,0
2,12,200.0,0,1
2,12,200.0,0,1
2,12,200.0,0,0
2,13,200.0,1,0
2,13,200.0,1,0
2,13,200.0,0,0
2,13,200.0,0,1
2,13,200.0,1,1
2,13,200.0,1,0
2,13,200.0,1,0
2,13,200.0,0,0
2,13,200.0,1,0
2,13,200.0,1,0
2,13,200.0,1,0
2,13,200.0,1,1
2,13,200.0,1,0
2,13,200.0,0,0
2,13,200.0,0,0
2,13,200.0,1,0
2,13,200.0,0,1
2,13,200.0,1,0
2,13,200.0,0,0
2,13,200.0,0,1
2,14,200.0,0,1
2,14,200.0,0,1
2,14,200.0,0,1
2,14,200.0,0,0
2,14,200.0,0,0
2,14,200.0,0,1
2,14,200.0,0,0
2,14,200.0,0,0
2,14,200.0,0,0
2,14,200.0,0,0
2,14,200.0,0,0
2,14,200.0,0,0
2,14,200.0,0,0
2,14,200.0,0,0
2,14,200.0,0,0
2,14,200.0,0,0
2,14,200.0,0,0
2,14,200.0,0,0
2,14,200.0,0,1
2,14,200.0,0,0
2,15,200.0,0,1
2,15,200.0,0,0
2,15,200.0,0,0
2,15,200.0,0,0
2,15,200.0,0,0
2,15,200.0,0,0
2,15,200.0,0,0
2,15,200.0,0,0
2,15,200.0,0,0
2,15,200.0,0,1
2,15,200.0,0,0
2,15,200.0,0,0
2,15,200.0,0,1
2,15,200.0,0,0
2,15,200.0,0,0
2,15,200.0,0,1
2,15,200.0,0,0
2,15,200.0,0,0
2,15,200.0,0,0
2,15,200.0,0,0
2,16,200.0,0,0
2,16,200.0,1,1
2,16,200.0,1,0
2,16,200.0,0,0
2,16,200.0,1,0
2,16,200.0,1,0
2,16,200.0,1,0
2,16,200.0,1,1
2,16,200.0,0,0
2,16,200.0,1,1
2,16,200.0,1,0
2,16,200.0,0,0
2,16,200.0,1,0
2,16,200.0,1,0
2,16,200.0,1,1
2,16,200.0,0,1
2,16,200.0,1,0
2,16,200.0,1,0
2,16,200.0,1,0
2,16,200.0,1,0
2,17,200.0,0,1
2,17,200.0,0,0
2,17,200.0,0,1
2,17,200.0,0,0
2,17,200.0,0,0
2,17,200.0,0,1
2,17,200.0,0,1
2,17,200.0,0,1
2,17,200.0,0,0
2,17,200.0,0,1
2,17,200.0,0,1
2,17,200.0,0,1
2,17,200.0,0,1
2,17,200.0,0,1
2,17,200.0,0,0
2,17,200.0,0,1
2,17,200.0,0,1
2,17,200.0,0,0
2,17,200.0,0,0
2,17,200.0,0,0
2,18,200.0,0,1
2,18,200.0,1,0
2,18,200.0,1,0
2,18,200.0,1,0
2,18,200.0,1,0
2,18,200.0,0,1
2,18,200.0,1,1
2,18,200.0,0,1
2,18,200.0,0,0
2,18,200.0,1,1
2,18,200.0,1,0
2,18,200.0,1,1
2,18,200.0,0,1
2,18,200.0,1,0
2,18,200.0,0,0
2,18,200.0,0,1
2,18,200.0,1,0
2,18,200.0,1,0
2,18,200.0,0,1
2,18,200.0,1,1
2,19,200.0,1,1
2,19,200.0,1,1
2,19,200.0,1,0
2,19,200.0,1,0
2,19,200.0,1,0
2,19,200.0,1,0
2,19,200.0,1,1
2,19,200.0,0,0
2,19,200.0,1,0
2,19,200.0,0,0
2,19,200.0,1,1
2,19,200.0,1,0
2,19,200.0,1,0
2,19,200.0,1,0
2,19,200.0,1,0
2,19,200.0,0,0
2,19,200.0,1,1
2,19,200.0,1,0
2,19,200.0,1,1
2,19,200.0,1,0
2,20,200.0,0,1
2,20,200.0,1,0
2,20,200.0,1,0
2,20,200.0,1,0
2,20,200.0,1,1
2,20,200.0,1,0
2,20,200.0,1,1
2,20,200.0,1,0
2,20,200.0,1,0
2,20,200.0,0,0
2,20,200.0,0,0
2,20,200.0,0,1
2,20,200.0,0,1
2,20,200.0,1,0
2,20,200.0,0,0
2,20,200.0,1,1
2,20,200.0,0,0
2,20,200.0,1,1
2,20,200.0,1,0
2,20,200.0,1,1
2,21,200.0,0,0
2,21,200.0,0,1
2,21,200.0,0,0
2,21,200.0,1,0
2,21,200.0,1,1
2,21,200.0,0,1
2,21,200.0,1,1
2,21,200.0,1,0
2,21,200.0,0,0
2,21,200.0,1,1
2,21,200.0,0,1
2,21,200.0,1,1
2,21,200.0,0,0
2,21,200.0,0,1
2,21,200.0,1,0
2,21,200.0,1,0
2,21,200.0,0,0
2,21,200.0,1,1
2,21,200.0,1,0
2,21,200.0,0,1
2,22,200.0,1,0
2,22,200.0,1,0
2,22,200.0,1,0
2,22,200.0,0,1
2,22,200.0,1,0
2,22,200.0,1,0
2,22,200.0,1,1
2,22,200.0,1,1
2,22,200.0,1,1
2,22,200.0,1,0
2,22,200.0,1,0
2,22,200.0,0,0
2,22,200.0,0,0
2,22,200.0,1,0
2,22,200.0,0,0
2,22,200.0,1,1
2,22,200.0,1,0
2,22,200.0,1,0
2,22,200.0,1,0
2,22,200.0,0,0
2,23,200.0,0,0
2,23,200.0,0,0
2,23,200.0,0,1
2,23,200.0,0,1
2,23,200.0,0,1
2,23,200.0,0,1
2,23,200.0,0,1
2,23,200.0,0,0
2,23,200.0,0,0
2,23,200.0,0,0
2,23,200.0,0,1
2,23,200.0,0,0
2,23,200.0,0,1
2,23,200.0,0,1
2,23,200.0,0,0
2,23,200.0,0,1
2,23,200.0,0,0
2,23,200.0,0,0
2,23,200.0,0,0
2,23,200.0,0,0
2,24,200.0,0,0
2,24,200.0,0,0
2,24,200.0,0,0
2,24,200.0,0,1
2,24,200.0,0,0
2,24,200.0,0,0
2,24,200.0,0,1
2,24,200.0,0,0
2,24,200.0,0,0
2,24,200.0,0,1
2,24,200.0,0,1
2,24,200.0,0,0
2,24,200.0,0,0
2,24,200.0,0,1
2,24,200.0,0,0
2,24,200.0,0,0
2,24,200.0,0,0
2,24,200.0,0,0
2,24,200.0,0,0
2,24,200.0,0,1
2,25,200.0,1,0
2,25,200.0,1,0
2,25,200.0,1,1
2,25,200.0,0,1
2,25,200.0,1,0
2,25,200.0,0,0
2,25,200.0,1,0
2,25,200.0,1,1
2,25,200.0,1,0
2,25,200.0,1,1
2,25,200.0,1,1
2,25,200.0,1,0
2,25,200.0,1,0
2,25,200.0,1,0
2,25,200.0,1,0
2,25,200.0,0,0
2,25,200.0,0,0
2,25,200.0,1,0
2,25,200.0,0,0
2,25,200.0,0,0
2,26,200.0,1,0
2,26,200.0,1,1
2,26,200.0,1,1
2,26,200.0,1,0
2,26,200.0,1,1
2,26,200.0,1,0
2,26,200.0,1,1
2,26,200.0,1,0
2,26,200.0,1,0
2,26,200.0,0,1
2,26,200.0,0,1
2,26,200.0,1,1
2,26,200.0,1,0
2,26,200.0,1,0
2,26,200.0,0,1
2,26,200.0,1,1
2,26,200.0,1,0
2,26,200.0,1,1
2,26,200.0,0,0
2,26,200.0,0,0
2,27,200.0,0,1
2,27,200.0,0,1
2,27,200.0,0,0
2,27,200.0,0,0
2,27,200.0,0,0
2,27,200.0,0,0
2,27,200.0,0,1
2,27,200.0,0,1
2,27,200.0,0,1
2,27,200.0,0,0
2,27,200.0,0,0
2,27,200.0,0,1
2,27,200.0,0,0
2,27,200.0,0,1
2,27,200.0,0,0
2,27,200.0,0,1
2,27,200.0,0,0
2,27,200.0,0,0
2,27,200.0,0,0
2,27,200.0,0,0
2,28,200.0,1,0
2,28,200.0,0,1
2,28,200.0,0,0
2,28,200.0,0,0
2,28,200.0,1,0
2,28,200.0,1,0
2,28,200.0,1,0
2,28,200.0,1,0
2,28,200.0,1,0
2,28,200.0,1,1
2,28,200.0,1,0
2,28,200.0,1,0
2,28,200.0,1,0
2,28,200.0,1,1
2,28,200.0,0,0
2,28,200.0,1,1
2,28,200.0,1,1
2,28,200.0,1,1
2,28,200.0,1,1
2,28,200.0,1,0
2,29,200.0,1,0
2,29,200.0,1,1
2,29,200.0,1,0
